,case_number,recalled,recalled_log,recovered,date,month,month_name,Season,year,species,reason,recall_class,summary,dup
929,006-2002,8900,3.949438801,NA,1/20/02,1,January,Winter,2002,mixed,Other,Class III,FALSE,FALSE
930,007-2002,NA,NA,NA,1/23/02,1,January,Winter,2002,pork,Undeclared Allergen,Class III,FALSE,FALSE
931,008-2002,3600,3.556423121,NA,1/24/02,1,January,Winter,2002,pork,Undeclared Substance,Class III,FALSE,FALSE
932,009-2002,270,2.432969291,NA,1/28/02,1,January,Winter,2002,beef,STEC,Class I,FALSE,FALSE
933,010-2002,1800,3.255513713,NA,2/6/02,2,February,Winter,2002,mixed,Listeria,Class I,FALSE,FALSE
934,012-2002,80500,4.905801275,NA,2/7/02,2,February,Winter,2002,poultry,Processing Defect,Class I,FALSE,FALSE
935,011-2002,408000,5.610661228,NA,2/7/02,2,February,Winter,2002,poultry,Undeclared Allergen,Class II,FALSE,FALSE
936,013-2002,144000,5.158365508,NA,2/9/02,2,February,Winter,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
938,014-2002,386000,5.58658843,NA,2/11/02,2,February,Winter,2002,mixed,Undeclared Allergen,Class II,FALSE,FALSE
939,016-2002,22,1.361727836,NA,2/12/02,2,February,Winter,2002,beef,Listeria,Class I,FALSE,FALSE
940,015-2002,132000,5.120577221,NA,2/13/02,2,February,Winter,2002,poultry,Other,Class III,FALSE,FALSE
941,017-2002,200,2.303196057,NA,2/18/02,2,February,Winter,2002,pork,Listeria,Class I,FALSE,FALSE
942,RTR-001-2002,300,2.478566496,NA,2/20/02,2,February,Winter,2002,beef,STEC,Class I,FALSE,FALSE
943,018-2002,72000,4.857338528,NA,2/22/02,2,February,Winter,2002,beef,Processing Defect,Class I,FALSE,FALSE
944,019-2002,30700,4.487152522,NA,2/26/02,2,February,Winter,2002,poultry,Listeria,Class I,FALSE,FALSE
945,020-2002,460,2.663700925,NA,2/28/02,2,February,Winter,2002,poultry,Extraneous Material,Class I,FALSE,FALSE
946,022-2002,360,2.557507202,NA,3/5/02,3,March,Winter,2002,mixed,Listeria,Class I,FALSE,FALSE
947,021-2002,NA,NA,NA,3/5/02,3,March,Winter,2002,mixed,Undeclared Allergen,Class II,FALSE,FALSE
948,023-2002,580,2.764176132,NA,3/6/02,3,March,Winter,2002,mixed,Other,Class III,FALSE,FALSE
949,024-2002,23000,4.361746718,NA,3/15/02,3,March,Winter,2002,poultry,Listeria,Class I,FALSE,FALSE
950,025-2002,14100,4.149249913,NA,3/19/02,3,March,Winter,2002,pork,Salmonella,Class I,FALSE,FALSE
951,026-2002,2800,3.447313109,NA,3/23/02,3,March,Spring,2002,beef,STEC,Class I,FALSE,FALSE
952,027-2002,410,2.613841822,NA,3/25/02,3,March,Spring,2002,beef,STEC,Class I,FALSE,FALSE
953,RTR-002-2002,180,2.257678575,NA,3/25/02,3,March,Spring,2002,beef,STEC,Class I,FALSE,FALSE
954,028-2002,6300,3.79940948,NA,4/3/02,4,April,Spring,2002,beef,Other,Class III,FALSE,FALSE
955,029-2002,NA,NA,NA,4/12/02,4,April,Spring,2002,pork,Other,Class I,FALSE,FALSE
956,030-2002,2700,3.431524584,NA,4/16/02,4,April,Spring,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
957,032-2002,100,2.004321374,NA,4/17/02,4,April,Spring,2002,mixed,Listeria,Class I,FALSE,FALSE
958,031-2002,190,2.281033367,NA,4/17/02,4,April,Spring,2002,mixed,Listeria,Class I,FALSE,FALSE
959,033-2002,200,2.303196057,NA,4/23/02,4,April,Spring,2002,beef,Salmonella,Class I,FALSE,FALSE
960,034-2002,140000,5.146131138,NA,4/25/02,4,April,Spring,2002,mixed,Listeria,Class I,FALSE,FALSE
961,035-2002,7300,3.863382348,NA,4/26/02,4,April,Spring,2002,mixed,Extraneous Material,Class II,FALSE,FALSE
962,036-2002,145,2.164352856,NA,4/30/02,4,April,Spring,2002,beef,STEC,Class I,FALSE,FALSE
963,037-2002,1800,3.255513713,NA,5/1/02,5,May,Spring,2002,mixed,Extraneous Material,Class II,FALSE,FALSE
964,038-2002,20000,4.30105171,NA,5/2/02,5,May,Spring,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
965,039-2002,300,2.478566496,NA,5/7/02,5,May,Spring,2002,pork,Listeria,Class I,FALSE,FALSE
966,040-2002,7000,3.845160078,NA,5/8/02,5,May,Spring,2002,pork,Undeclared Allergen,Class II,FALSE,FALSE
967,RTR-003-2002,20,1.322219295,NA,5/12/02,5,May,Spring,2002,beef,STEC,Class I,FALSE,FALSE
968,RTR-004-2002,200,2.303196057,NA,5/21/02,5,May,Spring,2002,beef,STEC,Class I,FALSE,FALSE
969,041-2002,NA,NA,NA,5/22/02,5,May,Spring,2002,poultry,Undeclared Allergen,Class II,FALSE,FALSE
970,042-2002,77000,4.886496365,NA,5/23/02,5,May,Spring,2002,mixed,Listeria,Class I,FALSE,FALSE
971,045-2002,37400,4.572883214,NA,6/4/02,6,June,Spring,2002,mixed,Undeclared Allergen,Class II,FALSE,FALSE
972,044-2002,59000,4.770859373,NA,6/4/02,6,June,Spring,2002,mixed,Undeclared Allergen,Class III,FALSE,FALSE
973,047-2002,12000,4.079217436,NA,6/6/02,6,June,Spring,2002,poultry,Processing Defect,Class I,FALSE,FALSE
974,046-2002,4000,3.602168551,NA,6/6/02,6,June,Spring,2002,poultry,Processing Defect,Class I,FALSE,FALSE
975,048-2002,NA,NA,NA,6/10/02,6,June,Spring,2002,mixed,Undeclared Substance,Class III,FALSE,FALSE
976,049-2002,330,2.519827994,NA,6/11/02,6,June,Spring,2002,beef,STEC,Class I,FALSE,FALSE
977,050-2002,154300,5.188368741,NA,6/16/02,6,June,Spring,2002,poultry,Undeclared Allergen,Class II,FALSE,FALSE
978,051-2002,10,1.041392685,NA,6/17/02,6,June,Spring,2002,pork,Listeria,Class I,FALSE,FALSE
979,052-2002,2300,3.361916619,NA,6/21/02,6,June,Spring,2002,pork,Listeria,Class I,FALSE,FALSE
980,053-2002,250,2.399673721,NA,6/25/02,6,June,Summer,2002,mixed,Listeria,Class I,FALSE,FALSE
981,054-2002,63000,4.799347443,NA,6/26/02,6,June,Summer,2002,beef,STEC,Class I,FALSE,FALSE
982,055-2002,1.90E+07,7.278753624,NA,6/30/02,6,June,Summer,2002,beef,STEC,Class I,FALSE,FALSE
983,056-2002,3150,3.498448403,NA,7/2/02,7,July,Summer,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
984,057-2002,100,2.004321374,NA,7/3/02,7,July,Summer,2002,pork,Listeria,Class I,FALSE,FALSE
985,058-2002,22500,4.35220182,NA,7/12/02,7,July,Summer,2002,beef,Other,Class III,FALSE,FALSE
986,060-2002,7500,3.875119165,NA,7/15/02,7,July,Summer,2002,beef,STEC,Class I,FALSE,FALSE
987,059-2002,131000,5.117274611,NA,7/15/02,7,July,Summer,2002,beef,STEC,Class I,FALSE,FALSE
988,RTR-006-2002,110,2.045322979,NA,7/15/02,7,July,Summer,2002,beef,STEC,Class I,FALSE,FALSE
989,062-2002,65,1.819543936,NA,7/19/02,7,July,Summer,2002,mixed,Listeria,Class I,FALSE,FALSE
990,061-2002,19800,4.296687124,NA,7/20/02,7,July,Summer,2002,pork,Extraneous Material,Class III,FALSE,FALSE
991,063-2002,190,2.281033367,NA,7/24/02,7,July,Summer,2002,mixed,Undeclared Allergen,Class I,FALSE,FALSE
992,RTR-005-2002,25,1.414973348,NA,7/24/02,7,July,Summer,2002,beef,STEC,Class I,FALSE,FALSE
993,064-2002,22,1.361727836,NA,7/27/02,7,July,Summer,2002,mixed,Listeria,Class I,FALSE,FALSE
994,065-2002,3400,3.531606632,NA,8/2/02,8,August,Summer,2002,poultry,Listeria,Class I,FALSE,FALSE
995,066-2002,2200,3.342620043,NA,8/4/02,8,August,Summer,2002,poultry,Listeria,Class I,FALSE,FALSE
996,067-2002,390,2.592176757,NA,8/5/02,8,August,Summer,2002,mixed,Undeclared Allergen,Class I,FALSE,FALSE
997,RTR-007-2002,19,1.301029996,NA,8/6/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
999,068-2002,1300,3.114277297,NA,8/10/02,8,August,Summer,2002,pork,Listeria,Class I,FALSE,FALSE
1000,RTR-008-2002,180,2.257678575,NA,8/10/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1001,069-2002,250,2.399673721,NA,8/13/02,8,August,Summer,2002,mixed,Salmonella,Class I,FALSE,FALSE
1002,070-2002,19,1.301029996,NA,8/14/02,8,August,Summer,2002,beef,Listeria,Class I,FALSE,FALSE
1003,071-2002,500,2.699837726,NA,8/16/02,8,August,Summer,2002,mixed,Listeria,Class I,FALSE,FALSE
1004,RTR-009-2002,240,2.382017043,NA,8/20/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1005,073-2002,717000,5.855519761,NA,8/22/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1006,072-2002,1740,3.240798771,NA,8/22/02,8,August,Summer,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
1007,RTR-010-2002,50,1.707570176,NA,8/27/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1008,074-2002,8725,3.940815209,NA,8/28/02,8,August,Summer,2002,pork,Listeria,Class I,FALSE,FALSE
1009,076-2002,980,2.991669007,NA,8/30/02,8,August,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1010,075-2002,56,1.755874856,NA,8/30/02,8,August,Summer,2002,poultry,Listeria,Class I,FALSE,FALSE
1011,077-2002,510,2.7084209,NA,9/2/02,9,September,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1012,079-2002,510,2.7084209,NA,9/4/02,9,September,Summer,2002,pork,Listeria,Class I,FALSE,FALSE
1013,078-2002,1035,3.015359755,NA,9/4/02,9,September,Summer,2002,mixed,Listeria,Class I,FALSE,FALSE
1014,080-2002,12600,4.100405012,NA,9/10/02,9,September,Summer,2002,poultry,Other,Class III,FALSE,FALSE
1015,081-2002,2200,3.342620043,NA,9/11/02,9,September,Summer,2002,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1016,082-2002,208200,5.318482811,NA,9/13/02,9,September,Summer,2002,beef,STEC,Class I,FALSE,FALSE
1017,083-2002,NA,NA,NA,9/16/02,9,September,Summer,2002,beef,Undeclared Substance,Class III,FALSE,FALSE
1018,084-2002,185,2.269512944,NA,9/17/02,9,September,Summer,2002,beef,Listeria,Class I,FALSE,FALSE
1019,085-2002,730,2.863917377,NA,9/25/02,9,September,Autumn,2002,pork,Undeclared Allergen,Class I,FALSE,FALSE
1020,086-2002,2800000,6.447158186,NA,9/27/02,9,September,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1021,087-2002,16300,4.212214247,NA,10/4/02,10,October,Autumn,2002,beef,Undeclared Allergen,Class II,FALSE,FALSE
1022,088-2002,40,1.612783857,NA,10/5/02,10,October,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1023,089-2002,95,1.982271233,NA,10/8/02,10,October,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1024,090-2002,2.80E+07,7.447158047,NA,10/9/02,10,October,Autumn,2002,poultry,Listeria,Class I,FALSE,FALSE
1025,091-2002,568000,5.7543491,NA,10/10/02,10,October,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1026,092-2002,150,2.178976947,NA,10/11/02,10,October,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1027,093-2002,305,2.485721426,NA,10/14/02,10,October,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1028,RTR-011-2002,80,1.908485019,NA,10/14/02,10,October,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1029,094-2002,NA,NA,NA,10/28/02,10,October,Autumn,2002,mixed,Undeclared Allergen,Class II,FALSE,FALSE
1030,095-2002,150,2.178976947,NA,10/29/02,10,October,Autumn,2002,poultry,Other,Class III,FALSE,FALSE
1031,096-2002,60000,4.778158489,NA,10/30/02,10,October,Autumn,2002,mixed,Undeclared Allergen,Class II,FALSE,FALSE
1032,097-2002,1400,3.146438135,NA,11/1/02,11,November,Autumn,2002,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1033,098-2002,4200000,6.623249394,NA,11/2/02,11,November,Autumn,2002,poultry,Listeria,Class I,FALSE,FALSE
1034,100-2002,85000,4.929424035,NA,11/5/02,11,November,Autumn,2002,poultry,Undeclared Allergen,Class I,FALSE,FALSE
1035,099-2002,2800,3.447313109,NA,11/5/02,11,November,Autumn,2002,mixed,Undeclared Allergen,Class III,FALSE,FALSE
1036,101-2002,110000,5.041396633,NA,11/7/02,11,November,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1037,102-2002,54000,4.732401802,NA,11/14/02,11,November,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1038,103-2002,100,2.004321374,NA,11/16/02,11,November,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1039,RTR-012-2002,115,2.064457989,NA,11/17/02,11,November,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1040,104-2002,1100,3.041787319,NA,11/18/02,11,November,Autumn,2002,pork,Salmonella,Class I,FALSE,FALSE
1041,106-2002,6800,3.832572775,NA,11/20/02,11,November,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1042,105-2002,NA,NA,NA,11/20/02,11,November,Autumn,2002,beef,Undeclared Substance,Class III,FALSE,FALSE
1043,107-2002,320000,5.505151335,NA,11/22/02,11,November,Autumn,2002,beef,STEC,Class I,FALSE,FALSE
1044,108-2002,210,2.324282455,NA,11/26/02,11,November,Autumn,2002,mixed,Listeria,Class I,FALSE,FALSE
1045,109-2002,540,2.733197265,NA,11/27/02,11,November,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1046,110-2002,500,2.699837726,NA,12/3/02,12,December,Autumn,2002,mixed,Listeria,Class I,FALSE,FALSE
1047,111-2002,8600,3.934548948,NA,12/4/02,12,December,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1048,RTR-013-2002,120,2.08278537,NA,12/9/02,12,December,Autumn,2002,mixed,STEC,Class I,FALSE,FALSE
1049,113-2002,1200,3.079543007,NA,12/12/02,12,December,Autumn,2002,pork,Listeria,Class I,FALSE,FALSE
1050,112-2002,36200,4.558720567,NA,12/12/02,12,December,Autumn,2002,poultry,Extraneous Material,Class I,FALSE,FALSE
1051,001-2001,483000,5.68394803,NA,1/11/01,1,January,Winter,2001,poultry,Extraneous Material,Class I,FALSE,FALSE
1052,002-2001,4400,3.643551369,NA,1/16/01,1,January,Winter,2001,poultry,Listeria,Class I,FALSE,FALSE
1053,003-2001,2100,3.322426052,NA,1/24/01,1,January,Winter,2001,poultry,Listeria,Class I,FALSE,FALSE
1054,004-2001,NA,NA,NA,1/26/01,1,January,Winter,2001,mixed,Listeria,Class I,FALSE,FALSE
1055,005-2001,50000,4.69897869,NA,2/1/01,2,February,Winter,2001,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1056,006-2001,6000,3.778223627,NA,2/9/01,2,February,Winter,2001,poultry,Listeria,Class I,FALSE,FALSE
1057,008-2001,572000,5.757396788,NA,2/14/01,2,February,Winter,2001,poultry,Extraneous Material,None Assigned,FALSE,FALSE
1058,007-2001,750,2.875639937,NA,2/14/01,2,February,Winter,2001,pork,Processing Defect,Class I,FALSE,FALSE
1059,009-2001,2300000,6.361728025,NA,2/19/01,2,February,Winter,2001,poultry,Processing Defect,Class I,FALSE,FALSE
1060,010-2001,3700,3.568319085,NA,2/28/01,2,February,Winter,2001,mixed,Listeria,Class I,FALSE,FALSE
1061,011-2001,90,1.959041392,NA,3/14/01,3,March,Winter,2001,beef,STEC,Class I,FALSE,FALSE
1062,012-2001,1100,3.041787319,NA,3/15/01,3,March,Winter,2001,pork,Salmonella,Class I,FALSE,FALSE
1063,013-2001,8100,3.908538632,NA,3/19/01,3,March,Winter,2001,beef,STEC,Class I,FALSE,FALSE
1064,014-2001,1570,3.196176185,NA,3/22/01,3,March,Spring,2001,beef,Listeria,Class I,FALSE,FALSE
1065,015-2001,7800,3.892150278,NA,3/28/01,3,March,Spring,2001,beef,Listeria,Class I,FALSE,FALSE
1066,018-2001,2300000,6.361728025,NA,3/30/01,3,March,Spring,2001,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1067,017-2001,271000,5.432970893,NA,3/30/01,3,March,Spring,2001,mixed,Extraneous Material,Class I,FALSE,FALSE
1068,016-2001,5500000,6.740362768,NA,3/30/01,3,March,Spring,2001,poultry,Undeclared Allergen,Class II,FALSE,FALSE
1069,019-2001,780,2.892651034,NA,4/4/01,4,April,Spring,2001,poultry,Listeria,Class I,FALSE,FALSE
1070,020-2001,40300,4.605315823,NA,4/6/01,4,April,Spring,2001,mixed,Extraneous Material,Class II,FALSE,FALSE
1071,021-2001,14600000,7.164352886,NA,4/12/01,4,April,Spring,2001,beef,Listeria,Class I,FALSE,FALSE
1072,022-2001,18500,4.267195203,NA,4/19/01,4,April,Spring,2001,mixed,Other,Class III,FALSE,FALSE
1073,RTR-001-2001,80,1.908485019,NA,4/20/01,4,April,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1074,024-2001,204000,5.309632296,NA,4/22/01,4,April,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1075,023-2001,471000,5.673021829,NA,5/5/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1076,RTR-002-2001,150,2.178976947,NA,5/6/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1077,025-2001,254000,5.404835426,NA,5/8/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1078,026-2001,150,2.178976947,NA,5/13/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1079,027-2001,239000,5.378399718,NA,5/16/01,5,May,Spring,2001,pork,Undeclared Allergen,Class I,FALSE,FALSE
1080,028-2001,1800,3.255513713,NA,5/21/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1081,RTR-003-2001,370,2.56937391,NA,5/28/01,5,May,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1082,029-2001,4000,3.602168551,NA,6/19/01,6,June,Spring,2001,beef,STEC,Class I,FALSE,FALSE
1083,030-2001,75,1.880813592,NA,6/20/01,6,June,Spring,2001,poultry,Listeria,Class I,FALSE,FALSE
1084,031-2001,190000,5.278755887,NA,6/24/01,6,June,Summer,2001,mixed,STEC,Class I,FALSE,FALSE
1085,032-2001,400,2.603144373,NA,6/28/01,6,June,Summer,2001,mixed,Undeclared Allergen,Class II,FALSE,FALSE
1086,033-2001,100,2.004321374,NA,7/1/01,7,July,Summer,2001,mixed,Listeria,Class I,FALSE,FALSE
1087,035-2001,5000,3.699056855,NA,7/3/01,7,July,Summer,2001,mixed,Extraneous Material,Class I,FALSE,FALSE
1088,034-2001,2400,3.38039216,NA,7/3/01,7,July,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1089,036-2001,70,1.851258349,NA,7/5/01,7,July,Summer,2001,pork,Listeria,Class I,FALSE,FALSE
1090,RTR-004-2001,350,2.545307116,NA,7/10/01,7,July,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1091,037-2001,29000,4.462412973,NA,7/13/01,7,July,Summer,2001,beef,Undeclared Allergen,Class II,FALSE,FALSE
1092,038-2001,13600,4.133570841,NA,7/18/01,7,July,Summer,2001,mixed,Salmonella,Class I,FALSE,FALSE
1093,039-2001,1600,3.204391332,NA,7/31/01,7,July,Summer,2001,mixed,STEC,Class I,FALSE,FALSE
1094,RTR-005-2001,300,2.478566496,NA,7/31/01,7,July,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1095,040-2001,31000,4.491375703,NA,8/3/01,8,August,Summer,2001,pork,Other,Class II,FALSE,FALSE
1096,041-2001,14300,4.155366407,NA,8/7/01,8,August,Summer,2001,mixed,Undeclared Allergen,Class II,FALSE,FALSE
1097,042-2001,650,2.813580989,NA,8/10/01,8,August,Summer,2001,poultry,Listeria,Class I,FALSE,FALSE
1098,043-2001,40,1.612783857,NA,8/13/01,8,August,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1099,RTR-006-2001,180,2.257678575,NA,8/13/01,8,August,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1100,044-2001,950,2.978180517,NA,8/14/01,8,August,Summer,2001,poultry,Listeria,Class I,FALSE,FALSE
1101,045-2001,4900,3.690284703,NA,8/22/01,8,August,Summer,2001,mixed,Extraneous Material,Class II,FALSE,FALSE
1102,RTR-007-2001,150,2.178976947,NA,8/22/01,8,August,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1103,046-2001,530000,5.724276689,NA,8/27/01,8,August,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1104,047-2001,5.00E+05,5.698970873,NA,8/29/01,8,August,Summer,2001,beef,STEC,Class I,FALSE,FALSE
1105,048-2001,15000,4.176120211,NA,9/3/01,9,September,Summer,2001,mixed,Other,Class I,FALSE,FALSE
1106,049-2001,290000,5.462399495,NA,9/5/01,9,September,Summer,2001,mixed,Undeclared Allergen,Class I,FALSE,FALSE
1107,050-2001,20,1.322219295,NA,9/6/01,9,September,Summer,2001,mixed,Listeria,Class I,FALSE,FALSE
1108,051-2001,410000,5.612784916,NA,9/7/01,9,September,Summer,2001,mixed,Undeclared Allergen,Class II,FALSE,FALSE
1109,052-2001,NA,NA,NA,9/26/01,9,September,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1110,054-2001,13000,4.113976758,NA,9/28/01,9,September,Autumn,2001,pork,Processing Defect,Class I,FALSE,FALSE
1111,053-2001,18000,4.255296632,NA,9/28/01,9,September,Autumn,2001,poultry,Processing Defect,Class I,FALSE,FALSE
1112,055-2001,7500,3.875119165,NA,10/4/01,10,October,Autumn,2001,poultry,Listeria,Class I,FALSE,FALSE
1113,056-2001,5600,3.748265573,NA,10/5/01,10,October,Autumn,2001,beef,Listeria,Class I,FALSE,FALSE
1114,RTR-008-2001,40,1.612783857,NA,10/7/01,10,October,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1115,057-2001,400,2.603144373,NA,10/8/01,10,October,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1116,058-2001,265,2.424881637,NA,10/9/01,10,October,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1117,060-2001,5000,3.699056855,NA,10/10/01,10,October,Autumn,2001,beef,Listeria,Class I,FALSE,FALSE
1118,059-2001,10000,4.000043427,NA,10/10/01,10,October,Autumn,2001,mixed,Processing Defect,Class I,FALSE,FALSE
1119,061-2001,545,2.737192643,NA,10/15/01,10,October,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1120,062-2001,NA,NA,NA,10/19/01,10,October,Autumn,2001,mixed,Undeclared Substance,Class III,FALSE,FALSE
1121,063-2001,189000,5.276464102,NA,10/31/01,10,October,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1122,064-2001,420,2.624282096,NA,11/1/01,11,November,Autumn,2001,pork,Undeclared Substance,Class III,FALSE,FALSE
1123,RTR-009-2001,320,2.506505032,NA,11/5/01,11,November,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1124,066-2001,3580,3.554004321,NA,11/8/01,11,November,Autumn,2001,poultry,Processing Defect,Class I,FALSE,FALSE
1125,067-2001,3400,3.531606632,NA,11/9/01,11,November,Autumn,2001,mixed,Undeclared Substance,Class III,FALSE,FALSE
1126,068-2001,4600,3.662852233,NA,11/10/01,11,November,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1127,069-2001,52000,4.716011695,NA,11/30/01,11,November,Autumn,2001,beef,Undeclared Allergen,Class II,FALSE,FALSE
1128,065-2001,11800,4.07191881,NA,11/30/01,11,November,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1129,070-2001,45,1.662757832,NA,12/4/01,12,December,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1130,071-2001,1900,3.278982117,NA,12/8/01,12,December,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1131,RTR-010-2001,280,2.44870632,NA,12/11/01,12,December,Autumn,2001,beef,STEC,Class I,FALSE,FALSE
1132,072-2001,700,2.845718018,NA,12/12/01,12,December,Autumn,2001,beef,Listeria,Class I,FALSE,FALSE
1133,073-2001,202000,5.305353519,NA,12/17/01,12,December,Autumn,2001,poultry,Extraneous Material,Class I,FALSE,FALSE
1134,074-2001,115,2.064457989,NA,12/19/01,12,December,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1135,075-2001,3300,3.518645524,NA,12/20/01,12,December,Autumn,2001,mixed,Listeria,Class I,FALSE,FALSE
1136,079-2001,578000,5.76192859,NA,12/27/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1137,078-2001,164000,5.214846496,NA,12/27/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1138,077-2001,36000,4.556314564,NA,12/27/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1139,076-2001,144000,5.158365508,NA,12/27/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1140,086-2001,36000,4.556314564,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1141,084-2001,216000,5.334455762,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1142,083-2001,118400,5.07335537,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1143,082-2001,151200,5.179554663,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1144,080-2001,185000,5.267174076,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1145,081-2001,NA,NA,NA,12/28/01,12,December,Winter,2001,beef,Undeclared Substance,Class III,FALSE,FALSE
1146,087-2001,15000,4.176120211,NA,12/29/01,12,December,Winter,2001,pork,Extraneous Material,Class I,FALSE,FALSE
1147,085-2001,251000,5.399675452,NA,12/29/01,12,December,Winter,2001,pork,Extraneous Material,Class I,FALSE,FALSE
1148,002-2000,146000,5.16435583,NA,1/14/00,1,January,Winter,2000,poultry,Processing Defect,None Assigned,FALSE,FALSE
1149,001-2000,600,2.778874472,NA,1/14/00,1,January,Winter,2000,beef,Listeria,Class I,FALSE,FALSE
1150,004-2000,200,2.303196057,NA,1/28/00,1,January,Winter,2000,mixed,Listeria,Class I,FALSE,FALSE
1151,003-2000,4500,3.653309013,NA,1/28/00,1,January,Winter,2000,poultry,Listeria,Class I,FALSE,FALSE
1152,005-2000,211000,5.324284514,NA,2/10/00,2,February,Winter,2000,beef,Undeclared Allergen,None Assigned,FALSE,FALSE
1153,006-2000,4600,3.662852233,NA,2/16/00,2,February,Winter,2000,beef,STEC,Class I,FALSE,FALSE
1154,007-2000,114000,5.056908661,NA,2/23/00,2,February,Winter,2000,poultry,Listeria,Class I,FALSE,FALSE
1155,008-2000,109000,5.037430482,NA,2/25/00,2,February,Winter,2000,beef,Extraneous Material,Class I,FALSE,FALSE
1156,009-2000,80,1.908485019,NA,3/1/00,3,March,Winter,2000,mixed,Listeria,Class I,FALSE,FALSE
1157,010-2000,270,2.432969291,NA,3/9/00,3,March,Winter,2000,mixed,Salmonella,Class I,FALSE,FALSE
1158,011-2000,18600,4.269536293,NA,3/13/00,3,March,Winter,2000,poultry,Undeclared Allergen,Class I,FALSE,FALSE
1159,012-2000,400,2.603144373,NA,3/15/00,3,March,Winter,2000,mixed,Listeria,Class I,FALSE,FALSE
1160,013-2000,1536,3.186673867,NA,3/17/00,3,March,Winter,2000,mixed,Other,Class II,FALSE,FALSE
